2	221262834	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221262835	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
1	221262833	-99	1	1	1	1	4	22	-99	-99	105	88	55	30	15	10	210
2	221262850	-99	1	1	1	1	4	36	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221270091	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221270088	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
1	221270094	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221270084	-99	1	1	1	1	4	21	-99	-99	96	84	62	36	15	11	195
2	221270082	-99	1	1	1	1	4	22	-99	-99	112	85	88	47	25	16	217
2	221270089	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	37	-99	-99	-99
2	221270101	-99	1	1	1	1	4	21	-99	-99	116	100	58	35	14	9	234
2	221270085	-99	1	1	1	1	4	21	-99	-99	101	96	75	52	13	10	215
2	221270083	-99	1	1	1	1	4	21	-99	-99	98	89	68	42	12	14	206
2	221270767	-99	1	1	1	1	4	22	-99	-99	95	93	63	40	13	10	207
2	221270086	-99	1	1	1	1	4	21	-99	-99	115	96	74	54	11	9	231
2	221271048	-99	1	1	1	1	4	22	-99	-99	97	79	63	36	14	13	193
2	221270093	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221270079	-99	1	1	1	1	4	22	-99	-99	102	80	52	27	16	9	202
2	221273969	-99	1	1	1	1	4	22	-99	-99	101	90	61	41	11	9	211
1	221275297	-99	1	1	1	1	4	24	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221277939	-99	1	1	1	1	4	22	-99	-99	106	87	75	47	11	17	212
2	221282157	-99	1	1	1	1	4	21	-99	-99	104	91	66	45	12	9	211
2	221282424	-99	1	1	1	1	4	21	-99	-99	98	76	72	34	21	17	194
2	221301892	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221262845	-99	1	1	1	1	4	22	-99	-99	122	89	73	49	12	12	231
2	221307363	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221312141	-99	1	1	1	1	4	21	-99	-99	102	82	59	32	16	11	204
2	221317444	-99	1	1	1	1	4	21	-99	-99	111	80	64	31	18	15	211
2	221331369	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221346465	-99	1	1	1	1	4	28	-99	-99	94	61	91	42	29	20	174
2	221349349	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221356553	-99	1	1	1	1	4	22	-99	-99	109	90	63	42	11	10	219
2	221365114	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221383428	-99	1	1	1	1	4	26	-99	-99	90	63	95	45	31	19	172
2	221386594	-99	1	1	1	1	4	21	-99	-99	102	90	73	52	11	10	209
2	221387286	-99	1	1	1	1	4	21	-99	-99	-99	-99	75	54	12	9	-99
2	221946247	-99	1	1	4	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473580	-99	1	1	1	1	5	25	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473620	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473655	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473660	-99	1	1	1	1	4	22	-99	-99	107	91	67	46	12	9	217
1	222473697	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473733	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222473987	-99	1	1	2	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222475951	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	222477740	-99	1	1	1	1	4	22	-99	-99	77	64	96	42	27	27	155
2	222482158	-99	1	1	1	1	4	21	-99	-99	110	84	74	34	20	20	214
2	222482631	-99	1	1	1	1	3	49	-99	-99	101	67	96	60	22	14	184
2	222486251	-99	1	1	1	1	4	23	-99	-99	89	65	105	48	32	25	170
2	222474097	-99	1	1	1	1	4	21	-99	-99	93	91	79	47	21	11	203
2	222495600	-99	1	1	5	1	4	21	-99	-99	93	94	73	52	12	9	207
2	221431362	-99	1	1	3	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
1	221431356	-99	1	1	2	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221431351	-99	1	1	2	1	4	23	-99	-99	80	80	70	50	11	9	168
2	221431360	-99	1	1	3	1	4	22	-99	-99	103	85	90	49	21	20	201
2	221431375	-99	1	1	2	1	4	21	-99	-99	107	92	82	56	11	15	219
2	221431380	-99	1	1	3	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221431418	-99	1	1	3	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221431388	-99	1	1	3	1	4	22	-99	-99	103	76	84	49	18	17	198
2	221437049	-99	1	1	1	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221437102	-99	1	1	3	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221437317	-99	1	1	3	1	4	28	-99	-99	113	97	93	65	11	17	227
1	221437613	-99	1	1	3	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221437623	-99	1	1	3	1	4	 	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221437875	-99	1	1	3	1	4	21	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221437933	-99	1	1	3	1	4	22	-99	-99	112	82	63	37	14	12	212
2	221438936	-99	1	1	3	1	4	21	-99	-99	-99	-99	88	50	17	21	-99
2	221440084	-99	1	1	3	1	4	21	-99	-99	97	75	92	50	24	18	189
2	221442182	-99	1	1	2	1	4	22	-99	-99	98	64	115	59	36	20	180
2	221448630	-99	1	1	3	1	4	23	-99	-99	83	60	97	50	28	19	160
2	221455670	-99	1	1	3	1	4	21	-99	-99	105	82	95	54	22	19	205
2	221468579	-99	1	1	3	1	4	25	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221482804	-99	1	1	3	1	4	21	-99	-99	115	93	93	59	19	15	227
2	221506665	-99	1	1	3	1	4	21	-99	-99	-99	-99	-99	51	-99	-99	-99
2	221526247	-99	1	1	3	1	4	22	-99	-99	-99	-99	-99	-99	-99	-99	-99
2	221578608	-99	1	1	1	1	4	22	-99	-99	-99	-99	-99	47	-99	-99	-99
